Key,Game_Date,Game_Result,At_Bats,Runs_Scored,Hits,Home_Runs,Runs_Batted_In
880,2021-09-15,0,4,1,1,1,1
881,2021-09-15,1,3,3,1,1,2
882,2021-09-15,1,4,1,2,1,3
883,2021-09-15,0,2,1,1,1,1
884,2021-09-15,1,4,1,2,1,2
885,2021-09-15,1,5,1,2,1,3
886,2021-09-15,0,4,1,1,1,2
887,2021-09-15,0,5,1,3,1,1
888,2021-09-15,0,5,2,2,1,1
889,2021-09-15,1,3,1,2,1,5
890,2021-09-15,0,5,1,1,1,1
891,2021-09-15,0,3,1,2,1,2
892,2021-09-15,1,4,1,3,1,2
893,2021-09-15,1,4,2,1,1,1
894,2021-09-15,1,5,2,3,1,2
895,2021-09-15,1,4,2,2,1,1
896,2021-09-15,0,3,1,2,1,1
897,2021-09-15,0,4,1,2,1,3
898,2021-09-15,0,5,1,2,1,2
899,2021-09-15,0,4,2,2,1,1
900,2021-09-15,0,3,1,1,1,2
901,2021-09-15,0,4,1,2,1,1
902,2021-09-15,1,6,2,2,1,2
903,2021-09-15,1,4,3,3,1,1
904,2021-09-15,1,4,1,1,1,2
905,2021-09-15,0,4,1,1,1,1
906,2021-09-15,1,5,2,2,1,2
907,2021-09-15,1,5,1,2,1,1
908,2021-09-15,1,4,2,3,1,1
909,2021-09-15,1,3,1,1,1,3
910,2021-09-15,1,4,1,2,1,2
911,2021-09-15,0,4,1,2,1,1
912,2021-09-14,1,3,2,3,1,4
913,2021-09-14,1,2,2,1,1,1
914,2021-09-14,1,4,1,2,1,2
915,2021-09-14,1,5,1,1,1,1
916,2021-09-14,1,5,1,1,1,1
917,2021-09-14,0,3,1,1,1,2
918,2021-09-14,1,3,3,2,1,1
919,2021-09-14,1,5,1,1,1,2
920,2021-09-14,1,3,1,2,1,2
921,2021-09-14,1,3,1,1,1,1
922,2021-09-14,1,3,1,1,1,2
923,2021-09-14,1,4,1,1,1,1
924,2021-09-14,1,3,2,2,1,2
925,2021-09-14,1,4,1,2,1,2
926,2021-09-14,1,4,2,3,1,4
927,2021-09-14,1,5,2,2,1,4
928,2021-09-14,1,4,1,1,1,3
929,2021-09-14,1,5,2,3,1,1
930,2021-09-14,1,3,3,2,1,2
931,2021-09-14,1,5,2,2,1,1
932,2021-09-14,1,4,1,1,1,1
933,2021-09-14,1,2,2,1,1,2
934,2021-09-14,1,5,2,2,1,3
935,2021-09-14,0,4,1,3,1,3
936,2021-09-14,1,5,1,2,1,2
937,2021-09-14,1,4,1,1,1,2
938,2021-09-14,0,5,1,1,1,1
939,2021-09-14,1,3,1,1,1,1
940,2021-09-14,0,2,1,2,1,2
941,2021-09-14,1,3,1,2,1,1
942,2021-09-14,1,4,3,3,1,2
943,2021-09-14,0,4,1,1,1,1
944,2021-09-14,1,4,1,1,1,1
945,2021-09-14,0,4,1,1,1,2
946,2021-09-14,1,4,1,1,1,1
947,2021-09-14,1,4,2,3,1,2
948,2021-09-14,0,4,2,1,1,1
949,2021-09-13,1,4,2,2,1,2
950,2021-09-13,0,3,1,2,1,2
951,2021-09-13,1,5,1,1,1,1
952,2021-09-13,1,4,1,4,1,3
953,2021-09-13,1,4,1,2,1,1
954,2021-09-13,0,4,1,1,1,1
955,2021-09-13,1,3,1,1,1,3
956,2021-09-13,1,3,1,1,1,1
957,2021-09-13,1,4,1,2,1,4
958,2021-09-13,0,4,1,1,1,1
959,2021-09-13,0,5,1,1,1,2
960,2021-09-13,1,4,1,1,1,1
961,2021-09-13,0,5,1,3,1,2
962,2021-09-13,1,4,1,2,1,3
963,2021-09-13,0,4,1,2,1,1
964,2021-09-13,1,3,1,2,1,2
965,2021-09-13,0,4,1,2,1,1
966,2021-09-13,1,4,1,1,1,2
967,2021-09-13,1,5,1,1,1,1
968,2021-09-12,1,4,2,2,1,2
969,2021-09-12,1,4,1,2,1,1
970,2021-09-12,1,3,1,1,1,2
971,2021-09-12,1,4,1,1,1,1
972,2021-09-12,0,4,2,1,1,1
973,2021-09-12,0,3,1,1,1,2
974,2021-09-12,1,3,1,1,1,1
975,2021-09-12,0,2,1,1,1,1
976,2021-09-12,0,5,1,2,1,1
977,2021-09-12,0,2,1,1,1,1
978,2021-09-12,1,5,2,1,1,1
979,2021-09-12,0,4,1,1,1,2
980,2021-09-12,1,4,1,1,1,1
981,2021-09-12,1,3,2,3,1,3
982,2021-09-12,1,4,1,1,1,1
983,2021-09-12,0,3,1,1,1,1
984,2021-09-12,1,3,1,1,1,1
985,2021-09-12,1,4,1,1,1,1
986,2021-09-12,0,3,1,1,1,1
987,2021-09-12,1,3,4,2,1,5
988,2021-09-12,1,3,3,1,1,1
989,2021-09-12,0,3,1,1,1,1
990,2021-09-12,0,5,1,2,1,1
991,2021-09-12,1,2,1,1,1,2
992,2021-09-12,1,5,1,1,1,3
993,2021-09-12,0,3,1,1,1,2
994,2021-09-12,1,5,2,3,1,3
995,2021-09-12,1,5,1,1,1,3
996,2021-09-12,0,4,1,1,1,2
997,2021-09-12,0,5,1,2,1,3
998,2021-09-12,1,4,1,1,1,2
999,2021-09-12,0,4,1,3,1,2
1000,2021-09-12,0,3,2,1,1,1
